word_id,is_irregular,conjugations
742,FALSE,"{""indicative"": {""present"": {""yo"": ""comento"", ""tú"": ""comentas"", ""él"": ""comenta"", ""nosotros"": ""comentamos"", ""vosotros"": ""comentáis"", ""ellos"": ""comentan""}, ""preterite"": {""yo"": ""comenté"", ""tú"": ""comentaste"", ""él"": ""comentó"", ""nosotros"": ""comentamos"", ""vosotros"": ""comentasteis"", ""ellos"": ""comentaron""}, ""imperfect"": {""yo"": ""comentaba"", ""tú"": ""comentabas"", ""él"": ""comentaba"", ""nosotros"": ""comentábamos"", ""vosotros"": ""comentabais"", ""ellos"": ""comentaban""}}, ""subjunctive"": {""present"": {""yo"": ""comente"", ""tú"": ""comentes"", ""él"": ""comente"", ""nosotros"": ""comentemos"", ""vosotros"": ""comentéis"", ""ellos"": ""comenten""}}}"
743,TRUE,"{""indicative"": {""present"": {""yo"": ""publico"", ""tú"": ""publicas"", ""él"": ""publica"", ""nosotros"": ""publicamos"", ""vosotros"": ""publicáis"", ""ellos"": ""publican""}, ""preterite"": {""yo"": ""publiqué"", ""tú"": ""publicaste"", ""él"": ""publicó"", ""nosotros"": ""publicamos"", ""vosotros"": ""publicasteis"", ""ellos"": ""publicaron""}, ""imperfect"": {""yo"": ""publicaba"", ""tú"": ""publicabas"", ""él"": ""publicaba"", ""nosotros"": ""publicábamos"", ""vosotros"": ""publicabais"", ""ellos"": ""publicaban""}}, ""subjunctive"": {""present"": {""yo"": ""publique"", ""tú"": ""publiques"", ""él"": ""publique"", ""nosotros"": ""publiquemos"", ""vosotros"": ""publiquéis"", ""ellos"": ""publiquen""}}}"
748,TRUE,"{""indicative"": {""present"": {""yo"": ""cargo"", ""tú"": ""cargas"", ""él"": ""carga"", ""nosotros"": ""cargamos"", ""vosotros"": ""cargáis"", ""ellos"": ""cargan""}, ""preterite"": {""yo"": ""cargué"", ""tú"": ""cargaste"", ""él"": ""cargó"", ""nosotros"": ""cargamos"", ""vosotros"": ""cargasteis"", ""ellos"": ""cargaron""}, ""imperfect"": {""yo"": ""cargaba"", ""tú"": ""cargabas"", ""él"": ""cargaba"", ""nosotros"": ""cargábamos"", ""vosotros"": ""cargabais"", ""ellos"": ""cargaban""}}, ""subjunctive"": {""present"": {""yo"": ""cargue"", ""tú"": ""cargues"", ""él"": ""cargue"", ""nosotros"": ""carguemos"", ""vosotros"": ""carguéis"", ""ellos"": ""carguen""}}}"
750,FALSE,"{""indicative"": {""present"": {""yo"": ""participo"", ""tú"": ""participas"", ""él"": ""participa"", ""nosotros"": ""participamos"", ""vosotros"": ""participáis"", ""ellos"": ""participan""}, ""preterite"": {""yo"": ""participé"", ""tú"": ""participaste"", ""él"": ""participó"", ""nosotros"": ""participamos"", ""vosotros"": ""participasteis"", ""ellos"": ""participaron""}, ""imperfect"": {""yo"": ""participaba"", ""tú"": ""participabas"", ""él"": ""participaba"", ""nosotros"": ""participábamos"", ""vosotros"": ""participabais"", ""ellos"": ""participaban""}}, ""subjunctive"": {""present"": {""yo"": ""participe"", ""tú"": ""participes"", ""él"": ""participe"", ""nosotros"": ""participemos"", ""vosotros"": ""participéis"", ""ellos"": ""participen""}}}"
751,TRUE,"{""indicative"": {""present"": {""yo"": ""impido"", ""tú"": ""impides"", ""él"": ""impide"", ""nosotros"": ""impedimos"", ""vosotros"": ""impedís"", ""ellos"": ""impiden""}, ""preterite"": {""yo"": ""impedí"", ""tú"": ""impediste"", ""él"": ""impidió"", ""nosotros"": ""impedimos"", ""vosotros"": ""impedisteis"", ""ellos"": ""impidieron""}, ""imperfect"": {""yo"": ""impedía"", ""tú"": ""impedías"", ""él"": ""impedía"", ""nosotros"": ""impedíamos"", ""vosotros"": ""impedíais"", ""ellos"": ""impedían""}}, ""subjunctive"": {""present"": {""yo"": ""impida"", ""tú"": ""impidas"", ""él"": ""impida"", ""nosotros"": ""impidamos"", ""vosotros"": ""impidáis"", ""ellos"": ""impidan""}}}"
753,FALSE,"{""indicative"": {""present"": {""yo"": ""salvo"", ""tú"": ""salvas"", ""él"": ""salva"", ""nosotros"": ""salvamos"", ""vosotros"": ""salváis"", ""ellos"": ""salvan""}, ""preterite"": {""yo"": ""salvé"", ""tú"": ""salvaste"", ""él"": ""salvó"", ""nosotros"": ""salvamos"", ""vosotros"": ""salvasteis"", ""ellos"": ""salvaron""}, ""imperfect"": {""yo"": ""salvaba"", ""tú"": ""salvabas"", ""él"": ""salvaba"", ""nosotros"": ""salvábamos"", ""vosotros"": ""salvabais"", ""ellos"": ""salvaban""}}, ""subjunctive"": {""present"": {""yo"": ""salve"", ""tú"": ""salves"", ""él"": ""salve"", ""nosotros"": ""salvemos"", ""vosotros"": ""salvéis"", ""ellos"": ""salven""}}}"
757,FALSE,"{""indicative"": {""present"": {""yo"": ""escapo"", ""tú"": ""escapas"", ""él"": ""escapa"", ""nosotros"": ""escapamos"", ""vosotros"": ""escapáis"", ""ellos"": ""escapan""}, ""preterite"": {""yo"": ""escapé"", ""tú"": ""escapaste"", ""él"": ""escapó"", ""nosotros"": ""escapamos"", ""vosotros"": ""escapasteis"", ""ellos"": ""escaparon""}, ""imperfect"": {""yo"": ""escapaba"", ""tú"": ""escapabas"", ""él"": ""escapaba"", ""nosotros"": ""escapábamos"", ""vosotros"": ""escapabais"", ""ellos"": ""escapaban""}}, ""subjunctive"": {""present"": {""yo"": ""escape"", ""tú"": ""escapes"", ""él"": ""escape"", ""nosotros"": ""escapemos"", ""vosotros"": ""escapéis"", ""ellos"": ""escapen""}}}"
759,FALSE,"{""indicative"": {""present"": {""yo"": ""tiro"", ""tú"": ""tiras"", ""él"": ""tira"", ""nosotros"": ""tiramos"", ""vosotros"": ""tiráis"", ""ellos"": ""tiran""}, ""preterite"": {""yo"": ""tiré"", ""tú"": ""tiraste"", ""él"": ""tiró"", ""nosotros"": ""tiramos"", ""vosotros"": ""tirasteis"", ""ellos"": ""tiraron""}, ""imperfect"": {""yo"": ""tiraba"", ""tú"": ""tirabas"", ""él"": ""tiraba"", ""nosotros"": ""tirábamos"", ""vosotros"": ""tirabais"", ""ellos"": ""tiraban""}}, ""subjunctive"": {""present"": {""yo"": ""tire"", ""tú"": ""tires"", ""él"": ""tire"", ""nosotros"": ""tiremos"", ""vosotros"": ""tiréis"", ""ellos"": ""tiren""}}}"
764,FALSE,"{""indicative"": {""present"": {""yo"": ""contesto"", ""tú"": ""contestas"", ""él"": ""contesta"", ""nosotros"": ""contestamos"", ""vosotros"": ""contestáis"", ""ellos"": ""contestan""}, ""preterite"": {""yo"": ""contesté"", ""tú"": ""contestaste"", ""él"": ""contestó"", ""nosotros"": ""contestamos"", ""vosotros"": ""contestasteis"", ""ellos"": ""contestaron""}, ""imperfect"": {""yo"": ""contestaba"", ""tú"": ""contestabas"", ""él"": ""contestaba"", ""nosotros"": ""contestábamos"", ""vosotros"": ""contestabais"", ""ellos"": ""contestaban""}}, ""subjunctive"": {""present"": {""yo"": ""conteste"", ""tú"": ""contestes"", ""él"": ""conteste"", ""nosotros"": ""contestemos"", ""vosotros"": ""contestéis"", ""ellos"": ""contesten""}}}"
766,FALSE,"{""indicative"": {""present"": {""yo"": ""preocupo"", ""tú"": ""preocupas"", ""él"": ""preocupa"", ""nosotros"": ""preocupamos"", ""vosotros"": ""preocupáis"", ""ellos"": ""preocupan""}, ""preterite"": {""yo"": ""preocupé"", ""tú"": ""preocupaste"", ""él"": ""preocupó"", ""nosotros"": ""preocupamos"", ""vosotros"": ""preocupasteis"", ""ellos"": ""preocuparon""}, ""imperfect"": {""yo"": ""preocupaba"", ""tú"": ""preocupabas"", ""él"": ""preocupaba"", ""nosotros"": ""preocupábamos"", ""vosotros"": ""preocupabais"", ""ellos"": ""preocupaban""}}, ""subjunctive"": {""present"": {""yo"": ""preocupe"", ""tú"": ""preocupes"", ""él"": ""preocupe"", ""nosotros"": ""preocupemos"", ""vosotros"": ""preocupéis"", ""ellos"": ""preocupen""}}}"
767,FALSE,"{""indicative"": {""present"": {""yo"": ""presto"", ""tú"": ""prestas"", ""él"": ""presta"", ""nosotros"": ""prestamos"", ""vosotros"": ""prestáis"", ""ellos"": ""prestan""}, ""preterite"": {""yo"": ""presté"", ""tú"": ""prestaste"", ""él"": ""prestó"", ""nosotros"": ""prestamos"", ""vosotros"": ""prestasteis"", ""ellos"": ""prestaron""}, ""imperfect"": {""yo"": ""prestaba"", ""tú"": ""prestabas"", ""él"": ""prestaba"", ""nosotros"": ""prestábamos"", ""vosotros"": ""prestabais"", ""ellos"": ""prestaban""}}, ""subjunctive"": {""present"": {""yo"": ""preste"", ""tú"": ""prestes"", ""él"": ""preste"", ""nosotros"": ""prestemos"", ""vosotros"": ""prestéis"", ""ellos"": ""presten""}}}"
770,FALSE,"{""indicative"": {""present"": {""yo"": ""peso"", ""tú"": ""pesas"", ""él"": ""pesa"", ""nosotros"": ""pesamos"", ""vosotros"": ""pesáis"", ""ellos"": ""pesan""}, ""preterite"": {""yo"": ""pesé"", ""tú"": ""pesaste"", ""él"": ""pesó"", ""nosotros"": ""pesamos"", ""vosotros"": ""pesasteis"", ""ellos"": ""pesaron""}, ""imperfect"": {""yo"": ""pesaba"", ""tú"": ""pesabas"", ""él"": ""pesaba"", ""nosotros"": ""pesábamos"", ""vosotros"": ""pesabais"", ""ellos"": ""pesaban""}}, ""subjunctive"": {""present"": {""yo"": ""pese"", ""tú"": ""peses"", ""él"": ""pese"", ""nosotros"": ""pesemos"", ""vosotros"": ""peséis"", ""ellos"": ""pesen""}}}"
773,TRUE,"{""indicative"": {""present"": {""yo"": ""expongo"", ""tú"": ""expones"", ""él"": ""expone"", ""nosotros"": ""exponemos"", ""vosotros"": ""exponéis"", ""ellos"": ""exponen""}, ""preterite"": {""yo"": ""expuse"", ""tú"": ""expusiste"", ""él"": ""expuso"", ""nosotros"": ""expusimos"", ""vosotros"": ""expusisteis"", ""ellos"": ""expusieron""}, ""imperfect"": {""yo"": ""exponía"", ""tú"": ""exponías"", ""él"": ""exponía"", ""nosotros"": ""exponíamos"", ""vosotros"": ""exponíais"", ""ellos"": ""exponían""}}, ""subjunctive"": {""present"": {""yo"": ""exponga"", ""tú"": ""expongas"", ""él"": ""exponga"", ""nosotros"": ""expongamos"", ""vosotros"": ""expongáis"", ""ellos"": ""expongan""}}}"
790,FALSE,"{""indicative"": {""present"": {""yo"": ""viajo"", ""tú"": ""viajas"", ""él"": ""viaja"", ""nosotros"": ""viajamos"", ""vosotros"": ""viajáis"", ""ellos"": ""viajan""}, ""preterite"": {""yo"": ""viajé"", ""tú"": ""viajaste"", ""él"": ""viajó"", ""nosotros"": ""viajamos"", ""vosotros"": ""viajasteis"", ""ellos"": ""viajaron""}, ""imperfect"": {""yo"": ""viajaba"", ""tú"": ""viajabas"", ""él"": ""viajaba"", ""nosotros"": ""viajábamos"", ""vosotros"": ""viajabais"", ""ellos"": ""viajaban""}}, ""subjunctive"": {""present"": {""yo"": ""viaje"", ""tú"": ""viajes"", ""él"": ""viaje"", ""nosotros"": ""viajemos"", ""vosotros"": ""viajéis"", ""ellos"": ""viajen""}}}"
792,FALSE,"{""indicative"": {""present"": {""yo"": ""separo"", ""tú"": ""separas"", ""él"": ""separa"", ""nosotros"": ""separamos"", ""vosotros"": ""separáis"", ""ellos"": ""separan""}, ""preterite"": {""yo"": ""separé"", ""tú"": ""separaste"", ""él"": ""separó"", ""nosotros"": ""separamos"", ""vosotros"": ""separasteis"", ""ellos"": ""separaron""}, ""imperfect"": {""yo"": ""separaba"", ""tú"": ""separabas"", ""él"": ""separaba"", ""nosotros"": ""separábamos"", ""vosotros"": ""separabais"", ""ellos"": ""separaban""}}, ""subjunctive"": {""present"": {""yo"": ""separe"", ""tú"": ""separes"", ""él"": ""separe"", ""nosotros"": ""separemos"", ""vosotros"": ""separéis"", ""ellos"": ""separen""}}}"
799,FALSE,"{""indicative"": {""present"": {""yo"": ""regreso"", ""tú"": ""regresas"", ""él"": ""regresa"", ""nosotros"": ""regresamos"", ""vosotros"": ""regresáis"", ""ellos"": ""regresan""}, ""preterite"": {""yo"": ""regresé"", ""tú"": ""regresaste"", ""él"": ""regresó"", ""nosotros"": ""regresamos"", ""vosotros"": ""regresasteis"", ""ellos"": ""regresaron""}, ""imperfect"": {""yo"": ""regresaba"", ""tú"": ""regresabas"", ""él"": ""regresaba"", ""nosotros"": ""regresábamos"", ""vosotros"": ""regresabais"", ""ellos"": ""regresaban""}}, ""subjunctive"": {""present"": {""yo"": ""regrese"", ""tú"": ""regreses"", ""él"": ""regrese"", ""nosotros"": ""regresemos"", ""vosotros"": ""regreséis"", ""ellos"": ""regresen""}}}"
807,FALSE,"{""indicative"": {""present"": {""yo"": ""contemplo"", ""tú"": ""contemplas"", ""él"": ""contempla"", ""nosotros"": ""contemplamos"", ""vosotros"": ""contempláis"", ""ellos"": ""contemplan""}, ""preterite"": {""yo"": ""contemplé"", ""tú"": ""contemplaste"", ""él"": ""contempló"", ""nosotros"": ""contemplamos"", ""vosotros"": ""contemplasteis"", ""ellos"": ""contemplaron""}, ""imperfect"": {""yo"": ""contemplaba"", ""tú"": ""contemplabas"", ""él"": ""contemplaba"", ""nosotros"": ""contemplábamos"", ""vosotros"": ""contemplabais"", ""ellos"": ""contemplaban""}}, ""subjunctive"": {""present"": {""yo"": ""contemple"", ""tú"": ""contemples"", ""él"": ""contemple"", ""nosotros"": ""contemplemos"", ""vosotros"": ""contempléis"", ""ellos"": ""contemplen""}}}"
808,FALSE,"{""indicative"": {""present"": {""yo"": ""recorro"", ""tú"": ""recorres"", ""él"": ""recorre"", ""nosotros"": ""recorremos"", ""vosotros"": ""recorréis"", ""ellos"": ""recorren""}, ""preterite"": {""yo"": ""recorrí"", ""tú"": ""recorriste"", ""él"": ""recorrió"", ""nosotros"": ""recorrimos"", ""vosotros"": ""recorristeis"", ""ellos"": ""recorrieron""}, ""imperfect"": {""yo"": ""recorría"", ""tú"": ""recorrías"", ""él"": ""recorría"", ""nosotros"": ""recorríamos"", ""vosotros"": ""recorríais"", ""ellos"": ""recorrían""}}, ""subjunctive"": {""present"": {""yo"": ""recorra"", ""tú"": ""recorras"", ""él"": ""recorra"", ""nosotros"": ""recorramos"", ""vosotros"": ""recorráis"", ""ellos"": ""recorran""}}}"
812,FALSE,"{""indicative"": {""present"": {""yo"": ""duro"", ""tú"": ""duras"", ""él"": ""dura"", ""nosotros"": ""duramos"", ""vosotros"": ""duráis"", ""ellos"": ""duran""}, ""preterite"": {""yo"": ""duré"", ""tú"": ""duraste"", ""él"": ""duró"", ""nosotros"": ""duramos"", ""vosotros"": ""durasteis"", ""ellos"": ""duraron""}, ""imperfect"": {""yo"": ""duraba"", ""tú"": ""durabas"", ""él"": ""duraba"", ""nosotros"": ""durábamos"", ""vosotros"": ""durabais"", ""ellos"": ""duraban""}}, ""subjunctive"": {""present"": {""yo"": ""dure"", ""tú"": ""dures"", ""él"": ""dure"", ""nosotros"": ""duremos"", ""vosotros"": ""duréis"", ""ellos"": ""duren""}}}"
817,FALSE,"{""indicative"": {""present"": {""yo"": ""retiro"", ""tú"": ""retiras"", ""él"": ""retira"", ""nosotros"": ""retiramos"", ""vosotros"": ""retiráis"", ""ellos"": ""retiran""}, ""preterite"": {""yo"": ""retiré"", ""tú"": ""retiraste"", ""él"": ""retiró"", ""nosotros"": ""retiramos"", ""vosotros"": ""retirasteis"", ""ellos"": ""retiraron""}, ""imperfect"": {""yo"": ""retiraba"", ""tú"": ""retirabas"", ""él"": ""retiraba"", ""nosotros"": ""retirábamos"", ""vosotros"": ""retirabais"", ""ellos"": ""retiraban""}}, ""subjunctive"": {""present"": {""yo"": ""retire"", ""tú"": ""retires"", ""él"": ""retire"", ""nosotros"": ""retiremos"", ""vosotros"": ""retiréis"", ""ellos"": ""retiren""}}}"
821,TRUE,"{""indicative"": {""present"": {""yo"": ""permanezco"", ""tú"": ""permaneces"", ""él"": ""permanece"", ""nosotros"": ""permanecemos"", ""vosotros"": ""permanecéis"", ""ellos"": ""permanecen""}, ""preterite"": {""yo"": ""permanecí"", ""tú"": ""permaneciste"", ""él"": ""permaneció"", ""nosotros"": ""permanecimos"", ""vosotros"": ""permanecisteis"", ""ellos"": ""permanecieron""}, ""imperfect"": {""yo"": ""permanecía"", ""tú"": ""permanecías"", ""él"": ""permanecía"", ""nosotros"": ""permanecíamos"", ""vosotros"": ""permanecíais"", ""ellos"": ""permanecían""}}, ""subjunctive"": {""present"": {""yo"": ""permanezca"", ""tú"": ""permanezcas"", ""él"": ""permanezca"", ""nosotros"": ""permanezcamos"", ""vosotros"": ""permanezcáis"", ""ellos"": ""permanezcan""}}}"
822,FALSE,"{""indicative"": {""present"": {""yo"": ""asisto"", ""tú"": ""asistes"", ""él"": ""asiste"", ""nosotros"": ""asistimos"", ""vosotros"": ""asistís"", ""ellos"": ""asisten""}, ""preterite"": {""yo"": ""asistí"", ""tú"": ""asististe"", ""él"": ""asistió"", ""nosotros"": ""asistimos"", ""vosotros"": ""asististeis"", ""ellos"": ""asistieron""}, ""imperfect"": {""yo"": ""asistía"", ""tú"": ""asistías"", ""él"": ""asistía"", ""nosotros"": ""asistíamos"", ""vosotros"": ""asistíais"", ""ellos"": ""asistían""}}, ""subjunctive"": {""present"": {""yo"": ""asista"", ""tú"": ""asistas"", ""él"": ""asista"", ""nosotros"": ""asistamos"", ""vosotros"": ""asistáis"", ""ellos"": ""asistan""}}}"
825,TRUE,"{""indicative"": {""present"": {""yo"": ""organizo"", ""tú"": ""organizas"", ""él"": ""organiza"", ""nosotros"": ""organizamos"", ""vosotros"": ""organizáis"", ""ellos"": ""organizan""}, ""preterite"": {""yo"": ""organicé"", ""tú"": ""organizaste"", ""él"": ""organizó"", ""nosotros"": ""organizamos"", ""vosotros"": ""organizasteis"", ""ellos"": ""organizaron""}, ""imperfect"": {""yo"": ""organizaba"", ""tú"": ""organizabas"", ""él"": ""organizaba"", ""nosotros"": ""organizábamos"", ""vosotros"": ""organizabais"", ""ellos"": ""organizaban""}}, ""subjunctive"": {""present"": {""yo"": ""organice"", ""tú"": ""organices"", ""él"": ""organice"", ""nosotros"": ""organicemos"", ""vosotros"": ""organicéis"", ""ellos"": ""organicen""}}}"
829,TRUE,"{""indicative"": {""present"": {""yo"": ""contengo"", ""tú"": ""contienes"", ""él"": ""contiene"", ""nosotros"": ""contenemos"", ""vosotros"": ""contenéis"", ""ellos"": ""contienen""}, ""preterite"": {""yo"": ""contuve"", ""tú"": ""contuviste"", ""él"": ""contuvo"", ""nosotros"": ""contuvimos"", ""vosotros"": ""contuvisteis"", ""ellos"": ""contuvieron""}, ""imperfect"": {""yo"": ""contenía"", ""tú"": ""contenías"", ""él"": ""contenía"", ""nosotros"": ""conteníamos"", ""vosotros"": ""conteníais"", ""ellos"": ""contenían""}}, ""subjunctive"": {""present"": {""yo"": ""contenga"", ""tú"": ""contengas"", ""él"": ""contenga"", ""nosotros"": ""contengamos"", ""vosotros"": ""contengáis"", ""ellos"": ""contengan""}}}"
834,FALSE,"{""indicative"": {""present"": {""yo"": ""visito"", ""tú"": ""visitas"", ""él"": ""visita"", ""nosotros"": ""visitamos"", ""vosotros"": ""visitáis"", ""ellos"": ""visitan""}, ""preterite"": {""yo"": ""visité"", ""tú"": ""visitaste"", ""él"": ""visitó"", ""nosotros"": ""visitamos"", ""vosotros"": ""visitasteis"", ""ellos"": ""visitaron""}, ""imperfect"": {""yo"": ""visitaba"", ""tú"": ""visitabas"", ""él"": ""visitaba"", ""nosotros"": ""visitábamos"", ""vosotros"": ""visitabais"", ""ellos"": ""visitaban""}}, ""subjunctive"": {""present"": {""yo"": ""visite"", ""tú"": ""visites"", ""él"": ""visite"", ""nosotros"": ""visitemos"", ""vosotros"": ""visitéis"", ""ellos"": ""visiten""}}}"
835,FALSE,"{""indicative"": {""present"": {""yo"": ""informo"", ""tú"": ""informas"", ""él"": ""informa"", ""nosotros"": ""informamos"", ""vosotros"": ""informáis"", ""ellos"": ""informan""}, ""preterite"": {""yo"": ""informé"", ""tú"": ""informaste"", ""él"": ""informó"", ""nosotros"": ""informamos"", ""vosotros"": ""informasteis"", ""ellos"": ""informaron""}, ""imperfect"": {""yo"": ""informaba"", ""tú"": ""informabas"", ""él"": ""informaba"", ""nosotros"": ""informábamos"", ""vosotros"": ""informabais"", ""ellos"": ""informaban""}}, ""subjunctive"": {""present"": {""yo"": ""informe"", ""tú"": ""informes"", ""él"": ""informe"", ""nosotros"": ""informemos"", ""vosotros"": ""informéis"", ""ellos"": ""informen""}}}"
842,TRUE,"{""indicative"": {""present"": {""yo"": ""envío"", ""tú"": ""envías"", ""él"": ""envía"", ""nosotros"": ""enviamos"", ""vosotros"": ""enviáis"", ""ellos"": ""envían""}, ""preterite"": {""yo"": ""envié"", ""tú"": ""enviaste"", ""él"": ""envió"", ""nosotros"": ""enviamos"", ""vosotros"": ""enviasteis"", ""ellos"": ""enviaron""}, ""imperfect"": {""yo"": ""enviaba"", ""tú"": ""enviabas"", ""él"": ""enviaba"", ""nosotros"": ""enviábamos"", ""vosotros"": ""enviabais"", ""ellos"": ""enviaban""}}, ""subjunctive"": {""present"": {""yo"": ""envíe"", ""tú"": ""envíes"", ""él"": ""envíe"", ""nosotros"": ""enviemos"", ""vosotros"": ""enviéis"", ""ellos"": ""envíen""}}}"
846,FALSE,"{""indicative"": {""present"": {""yo"": ""cuido"", ""tú"": ""cuidas"", ""él"": ""cuida"", ""nosotros"": ""cuidamos"", ""vosotros"": ""cuidáis"", ""ellos"": ""cuidan""}, ""preterite"": {""yo"": ""cuidé"", ""tú"": ""cuidaste"", ""él"": ""cuidó"", ""nosotros"": ""cuidamos"", ""vosotros"": ""cuidasteis"", ""ellos"": ""cuidaron""}, ""imperfect"": {""yo"": ""cuidaba"", ""tú"": ""cuidabas"", ""él"": ""cuidaba"", ""nosotros"": ""cuidábamos"", ""vosotros"": ""cuidabais"", ""ellos"": ""cuidaban""}}, ""subjunctive"": {""present"": {""yo"": ""cuide"", ""tú"": ""cuides"", ""él"": ""cuide"", ""nosotros"": ""cuidemos"", ""vosotros"": ""cuidéis"", ""ellos"": ""cuiden""}}}"
847,TRUE,"{""indicative"": {""present"": {""yo"": ""intervengo"", ""tú"": ""intervienes"", ""él"": ""interviene"", ""nosotros"": ""intervenimos"", ""vosotros"": ""intervenís"", ""ellos"": ""intervienen""}, ""preterite"": {""yo"": ""intervine"", ""tú"": ""interviniste"", ""él"": ""intervino"", ""nosotros"": ""intervenimos"", ""vosotros"": ""intervinisteis"", ""ellos"": ""intervinieron""}, ""imperfect"": {""yo"": ""intervenía"", ""tú"": ""intervenías"", ""él"": ""intervenía"", ""nosotros"": ""interveníamos"", ""vosotros"": ""interveníais"", ""ellos"": ""intervenían""}}, ""subjunctive"": {""present"": {""yo"": ""intervenga"", ""tú"": ""intervengas"", ""él"": ""intervenga"", ""nosotros"": ""intervengamos"", ""vosotros"": ""intervengáis"", ""ellos"": ""intervengan""}}}"
851,TRUE,"{""indicative"": {""present"": {""yo"": ""extiendo"", ""tú"": ""extiendes"", ""él"": ""extiende"", ""nosotros"": ""extendemos"", ""vosotros"": ""extendéis"", ""ellos"": ""extienden""}, ""preterite"": {""yo"": ""extendí"", ""tú"": ""extendiste"", ""él"": ""extendió"", ""nosotros"": ""extendimos"", ""vosotros"": ""extendisteis"", ""ellos"": ""extendieron""}, ""imperfect"": {""yo"": ""extendía"", ""tú"": ""extendías"", ""él"": ""extendía"", ""nosotros"": ""extendíamos"", ""vosotros"": ""extendíais"", ""ellos"": ""extendían""}}, ""subjunctive"": {""present"": {""yo"": ""extienda"", ""tú"": ""extiendas"", ""él"": ""extienda"", ""nosotros"": ""extendamos"", ""vosotros"": ""extendáis"", ""ellos"": ""extiendan""}}}"
852,TRUE,"{""indicative"": {""present"": {""yo"": ""compruebo"", ""tú"": ""compruebas"", ""él"": ""comprueba"", ""nosotros"": ""comprobamos"", ""vosotros"": ""comprobáis"", ""ellos"": ""comprueban""}, ""preterite"": {""yo"": ""comprobé"", ""tú"": ""comprobaste"", ""él"": ""comprobó"", ""nosotros"": ""comprobamos"", ""vosotros"": ""comprobasteis"", ""ellos"": ""comprobaron""}, ""imperfect"": {""yo"": ""comprobaba"", ""tú"": ""comprobabas"", ""él"": ""comprobaba"", ""nosotros"": ""comprobábamos"", ""vosotros"": ""comprobabais"", ""ellos"": ""comprobaban""}}, ""subjunctive"": {""present"": {""yo"": ""compruebe"", ""tú"": ""compruebes"", ""él"": ""compruebe"", ""nosotros"": ""comprobemos"", ""vosotros"": ""comprobéis"", ""ellos"": ""comprueben""}}}"
857,TRUE,"{""indicative"": {""present"": {""yo"": ""duermo"", ""tú"": ""duermes"", ""él"": ""duerme"", ""nosotros"": ""dormimos"", ""vosotros"": ""dormís"", ""ellos"": ""duermen""}, ""preterite"": {""yo"": ""dormí"", ""tú"": ""dormiste"", ""él"": ""durmió"", ""nosotros"": ""dormimos"", ""vosotros"": ""dormisteis"", ""ellos"": ""durmieron""}, ""imperfect"": {""yo"": ""dormía"", ""tú"": ""dormías"", ""él"": ""dormía"", ""nosotros"": ""dormíamos"", ""vosotros"": ""dormíais"", ""ellos"": ""dormían""}}, ""subjunctive"": {""present"": {""yo"": ""duerma"", ""tú"": ""duermas"", ""él"": ""duerma"", ""nosotros"": ""durmamos"", ""vosotros"": ""durmáis"", ""ellos"": ""duerman""}}}"
859,FALSE,"{""indicative"": {""present"": {""yo"": ""discuto"", ""tú"": ""discutes"", ""él"": ""discute"", ""nosotros"": ""discutimos"", ""vosotros"": ""discutís"", ""ellos"": ""discuten""}, ""preterite"": {""yo"": ""discutí"", ""tú"": ""discutiste"", ""él"": ""discutió"", ""nosotros"": ""discutimos"", ""vosotros"": ""discutisteis"", ""ellos"": ""discutieron""}, ""imperfect"": {""yo"": ""discutía"", ""tú"": ""discutías"", ""él"": ""discutía"", ""nosotros"": ""discutíamos"", ""vosotros"": ""discutíais"", ""ellos"": ""discutían""}}, ""subjunctive"": {""present"": {""yo"": ""discuta"", ""tú"": ""discutas"", ""él"": ""discuta"", ""nosotros"": ""discutamos"", ""vosotros"": ""discutáis"", ""ellos"": ""discutan""}}}"
862,FALSE,"{""indicative"": {""present"": {""yo"": ""enfrento"", ""tú"": ""enfrentas"", ""él"": ""enfrenta"", ""nosotros"": ""enfrentamos"", ""vosotros"": ""enfrentáis"", ""ellos"": ""enfrentan""}, ""preterite"": {""yo"": ""enfrenté"", ""tú"": ""enfrentaste"", ""él"": ""enfrentó"", ""nosotros"": ""enfrentamos"", ""vosotros"": ""enfrentasteis"", ""ellos"": ""enfrentaron""}, ""imperfect"": {""yo"": ""enfrentaba"", ""tú"": ""enfrentabas"", ""él"": ""enfrentaba"", ""nosotros"": ""enfrentábamos"", ""vosotros"": ""enfrentabais"", ""ellos"": ""enfrentaban""}}, ""subjunctive"": {""present"": {""yo"": ""enfrente"", ""tú"": ""enfrentes"", ""él"": ""enfrente"", ""nosotros"": ""enfrentemos"", ""vosotros"": ""enfrentéis"", ""ellos"": ""enfrenten""}}}"
